rec_type, var_name, deployment_code, model, serial_number, time_deployment, time_recovery, variable_name, variable_dims, variable_shape, variable_type, variable_value, attribute_name, attribute_type, attribute_value
GLOBAL,,EAC-EAC 4800-04-2018,SBE39,4594,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"800.00"
GLOBAL,,,SBE39,4675,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,SBE39,4675,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,100.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,SBE39,4675,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"100.00"
GLOBAL,,,SBE39,4676,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,SBE39,4676,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,250.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,SBE39,4676,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"250.00"
GLOBAL,,,SBE39,4779,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,SBE39,4779,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,350.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,SBE39,4779,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"350.00"
GLOBAL,,,SBE39,4889,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,SBE39,4889,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,600.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,SBE39,4889,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"600.00"
GLOBAL,,,SBE39,4890,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,SBE39,4890,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,1500.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,SBE39,4890,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"1500.00"
GLOBAL,,,SBE39plus,39p-8522,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,SBE39plus,39p-8522,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,60.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,SBE39plus,39p-8522,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"60.00"
GLOBAL,,,Starmon mini,T-3996,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,Starmon mini,T-3996,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,1750.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,Starmon mini,T-3996,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"1750.00"
GLOBAL,,,Starmon mini,T-3997,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,Starmon mini,T-3997,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,400.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,Starmon mini,T-3997,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"400.00"
GLOBAL,,,Starmon mini,T-4031,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,Starmon mini,T-4031,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,170.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,Starmon mini,T-4031,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"170.00"
GLOBAL,,,Starmon mini,T-4033,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,Starmon mini,T-4033,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,1195.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,Starmon mini,T-4033,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"1195.00"
GLOBAL,,,Starmon mini,T-4034,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,Starmon mini,T-4034,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,1300.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,Starmon mini,T-4034,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"1300.00"
GLOBAL,,,Sable,300234063546960,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,Sable,300234063546960,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,Sable,300234063546960,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,XMF-11K,846,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4800-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4800-04-2018,XMF-11K,846,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 4800-04-2018,XMF-11K,846,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"40.00"
VAR,LATITUDE,EAC-EAC 500-04-2018,,,2018-04-01,2019-10-01,LATITUDE,"()","()",float64,-27.3270000000,,,""
VAR,LONGITUDE,EAC-EAC 500-04-2018,,,2018-04-01,2019-10-01,LONGITUDE,"()","()",float64,153.8993000000,,,""
GLOBAL,,EAC-EAC 500-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lat_max,float64,"-27.3270000000"
GLOBAL,,EAC-EAC 500-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lat_min,float64,"-27.3270000000"
GLOBAL,,EAC-EAC 500-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lon_max,float64,"153.8993000000"
GLOBAL,,EAC-EAC 500-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lon_min,float64,"153.8993000000"
GLOBAL,,EAC-EAC 500-04-2018,,,2018-04-01,2019-10-01,,"","",,,site_nominal_depth,float64,"500.00"
VAR,LATITUDE,EAC-EAC 2000-04-2018,,,2018-04-01,2019-10-01,LATITUDE,"()","()",float64,-27.3064000000,,,""
VAR,LONGITUDE,EAC-EAC 2000-04-2018,,,2018-04-01,2019-10-01,LONGITUDE,"()","()",float64,153.9921000000,,,""
GLOBAL,,EAC-EAC 2000-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lat_max,float64,"-27.3064000000"
GLOBAL,,EAC-EAC 2000-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lat_min,float64,"-27.3064000000"
GLOBAL,,EAC-EAC 2000-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lon_max,float64,"153.9921000000"
GLOBAL,,EAC-EAC 2000-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lon_min,float64,"153.9921000000"
GLOBAL,,EAC-EAC 2000-04-2018,,,2018-04-01,2019-10-01,,"","",,,site_nominal_depth,float64,"2000.00"
VAR,LATITUDE,EAC-EAC 3200-04-2018,,,2018-04-01,2019-10-01,LATITUDE,"()","()",float64,-27.2826000000,,,""
VAR,LONGITUDE,EAC-EAC 3200-04-2018,,,2018-04-01,2019-10-01,LONGITUDE,"()","()",float64,154.1332000000,,,""
GLOBAL,,EAC-EAC 3200-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lat_max,float64,"-27.2826000000"
GLOBAL,,EAC-EAC 3200-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lat_min,float64,"-27.2826000000"
GLOBAL,,EAC-EAC 3200-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lon_max,float64,"154.1332000000"
GLOBAL,,EAC-EAC 3200-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lon_min,float64,"154.1332000000"
GLOBAL,,EAC-EAC 3200-04-2018,,,2018-04-01,2019-10-01,,"","",,,site_nominal_depth,float64,"3200.00"
VAR,LATITUDE,EAC-EAC 4200-04-2018,,,2018-04-01,2019-10-01,LATITUDE,"()","()",float64,-27.2575000000,,,""
VAR,LONGITUDE,EAC-EAC 4200-04-2018,,,2018-04-01,2019-10-01,LONGITUDE,"()","()",float64,154.3100000000,,,""
GLOBAL,,EAC-EAC 4200-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lat_max,float64,"-27.2575000000"
GLOBAL,,EAC-EAC 4200-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lat_min,float64,"-27.2575000000"
GLOBAL,,EAC-EAC 4200-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lon_max,float64,"154.3100000000"
GLOBAL,,EAC-EAC 4200-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lon_min,float64,"154.3100000000"
GLOBAL,,EAC-EAC 4200-04-2018,,,2018-04-01,2019-10-01,,"","",,,site_nominal_depth,float64,"4200.00"
VAR,LATITUDE,EAC-EAC 4700-04-2018,,,2018-04-01,2019-11-01,LATITUDE,"()","()",float64,-27.2086000000,,,""
VAR,LONGITUDE,EAC-EAC 4700-04-2018,,,2018-04-01,2019-11-01,LONGITUDE,"()","()",float64,154.6471000000,,,""
GLOBAL,,EAC-EAC 4700-04-2018,,,2018-04-01,2019-11-01,,"","",,,geospatial_lat_max,float64,"-27.2086000000"
GLOBAL,,EAC-EAC 4700-04-2018,,,2018-04-01,2019-11-01,,"","",,,geospatial_lat_min,float64,"-27.2086000000"
GLOBAL,,EAC-EAC 4700-04-2018,,,2018-04-01,2019-11-01,,"","",,,geospatial_lon_max,float64,"154.6471000000"
GLOBAL,,EAC-EAC 4700-04-2018,,,2018-04-01,2019-11-01,,"","",,,geospatial_lon_min,float64,"154.6471000000"
GLOBAL,,EAC-EAC 4700-04-2018,,,2018-04-01,2019-11-01,,"","",,,site_nominal_depth,float64,"4700.00"
VAR,LATITUDE,EAC-EAC 4800-04-2018,,,2018-04-01,2019-10-01,LATITUDE,"()","()",float64,-27.1020000000,,,""
VAR,LONGITUDE,EAC-EAC 4800-04-2018,,,2018-04-01,2019-10-01,LONGITUDE,"()","()",float64,155.2993000000,,,""
GLOBAL,,EAC-EAC 4800-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lat_max,float64,"-27.1020000000"
GLOBAL,,EAC-EAC 4800-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lat_min,float64,"-27.1020000000"
GLOBAL,,EAC-EAC 4800-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lon_max,float64,"155.2993000000"
GLOBAL,,EAC-EAC 4800-04-2018,,,2018-04-01,2019-10-01,,"","",,,geospatial_lon_min,float64,"155.2993000000"
GLOBAL,,EAC-EAC 4800-04-2018,,,2018-04-01,2019-10-01,,"","",,,site_nominal_depth,float64,"4800.00"
